hospital_id,name,street_address,city,county,state,zip_code,overall_rating,mortality_rate_heart_attack,mortality_rate_pneumonia,readmission_rate,safety_score,number_of_comparisons,clabsi_rate,year
25,Ronald Reagan Medical Center,757 Westwood Boulevard,Los Angeles,Los Angeles,CA,90024,4.455197655884968,9.966298668553213,13.718510229739097,16.510563666217013,91.55197655884969,1960,0.6550166169721313,2021
26,USC Norris Cancer Hospital,1441 Eastlake Avenue,Los Angeles,Los Angeles,CA,90033,4.365636457435546,10.614109991381243,14.614528529636317,17.425310610455846,90.65636457435546,1420,0.8068582493535932,2021
27,Harbor-UCLA Medical Center,1000 West Carson Street,Torrance,Los Angeles,CA,90509,4.025260985782438,12.250501336498042,16.594123575362527,19.566432631288084,87.25260985782438,1080,0.648156591469463,2021
28,Olive View-UCLA Medical Center,14445 Olive View Drive,Sylmar,Los Angeles,CA,91342,3.8235908677383144,13.72032219382426,18.350340185420503,21.498690048956945,85.23590867738315,740,0.9491599636097168,2021
29,Scripps Memorial Hospital,354 Santa Fe Drive,Encinitas,San Diego,CA,92024,4.460438831312337,10.12403724807351,13.893617040797928,16.805889651603707,91.60438831312338,1680,0.646954522161156,2021
30,UC San Diego Medical Center,200 West Arbor Drive,San Diego,San Diego,CA,92103,4.355939693464664,10.63061502660724,14.592685861772962,17.481410972820488,90.55939693464664,1520,0.7332201976866781,2021
31,Northwestern Memorial Hospital,251 East Huron Street,Chicago,Cook,IL,60611,4.655009857006917,8.869579841756032,12.204111384178168,15.016638983797536,93.55009857006918,2780,0.5883052242136663,2021
32,University of Chicago Medical Center,5841 South Maryland Avenue,Chicago,Cook,IL,60637,4.5569289641899395,9.543281988452474,12.983147570279273,15.8972415664301,92.56928964189939,2350,1.0340939366966437,2021
33,Rush University Medical Center,1653 West Congress Parkway,Chicago,Cook,IL,60612,4.53639950556843,9.472315649002187,12.842934017378004,15.695992583526454,92.3639950556843,2280,0.7094096786194797,2021
34,Advocate Illinois Masonic Medical Center,836 West Wellington Avenue,Chicago,Cook,IL,60657,4.35464507394322,10.399128202460592,14.251314976050503,17.353714705274488,90.5464507394322,1580,0.5992083399293389,2021
35,Stroger Hospital of Cook County,1901 West Polk Street,Chicago,Cook,IL,60612,4.055861449465973,12.273648234018905,16.645266321775996,19.931609105013706,88.55861449465974,1240,0.9664494610353971,2021
36,Weiss Memorial Hospital,4646 North Marine Drive,Chicago,Cook,IL,60640,3.9357129716394725,12.800984362509725,17.183550140559454,20.391402946969716,87.35712971639472,920,0.6435206532672888,2021
37,West Suburban Medical Center,3 Erie Court,Oak Park,Cook,IL,60302,3.8873154902228952,14.20417517680848,19.02059488281151,22.60469909859164,85.87315490222895,680,0.9823913215916898,2021
38,Loyola University Medical Center,2160 South First Avenue,Maywood,Cook,IL,60153,4.159476658418235,11.874347910916947,16.05025454458989,19.14363218568642,89.59476658418235,1120,0.5572383292091179,2021
39,Cleveland Clinic Foundation,9500 Euclid Avenue,Cleveland,Cuyahoga,OH,44195,4.626173930055947,8.742626226458766,11.983382802637797,14.71366980679445,93.26173930055947,2850,0.5405869650279735,2021
40,University Hospitals Cleveland Medical Center,11100 Euclid Avenue,Cleveland,Cuyahoga,OH,44106,4.463131072172676,10.259118971205893,14.145703938244793,17.06278404754556,91.63131072172676,1780,0.7826917505208735,2021
41,Summa Health System - Akron City Hospital,525 East Market Street,Akron,Summit,OH,44309,4.230506366595454,10.919164939273628,15.410392952293622,17.8967095054418,89.30506366595453,1350,0.911825347940181,2021
42,Aultman Hospital,2600 Sixth Street SW,Canton,Stark,OH,44710,4.165741692074849,11.831436105200885,16.361125381122733,19.255776288139796,88.65741692074849,1080,0.8741785198183822,2021
43,Cincinnati Children's Hospital Medical Center,3333 Burnet Avenue,Cincinnati,Hamilton,OH,45229,4.573171911580148,9.795912821905304,13.287880130119792,16.247578673702222,92.73171911580148,2140,0.7107483042954933,2021
44,The Christ Hospital,2139 Auburn Avenue,Cincinnati,Hamilton,OH,45219,4.333586353632965,10.199070359513177,13.973339867955149,17.11481619958064,90.33586353632965,1520,0.7075811298614278,2021
45,University of Cincinnati Medical Center,234 Goodman Street,Cincinnati,Hamilton,OH,45219,4.269267522584887,11.092675225848865,15.31974531618841,18.45547463620156,89.69267522584886,1260,0.5621337612924432,2021
46,Miami Valley Hospital,30 East Apple Street,Dayton,Montgomery,OH,45409,4.158255618538729,11.641509556510538,16.140508716227075,19.014950009989395,88.5825561853873,1180,0.7124835958647872,2021
47,Hospital of Philadelphia,800 Spruce Street,Philadelphia,Philadelphia,PA,19107,4.56644120319989,9.84732670847902,13.315582679038654,16.254262168318334,92.66441203199889,2360,0.650435897855936,2021
48,University of Pennsylvania Health System,3400 Spruce Street,Philadelphia,Philadelphia,PA,19104,4.587935859653078,9.70024839301648,13.24393672987164,16.24945072286557,92.87935859653079,2480,0.9257780463189941,2021
49,Temple University Hospital,3401 North Broad Street,Philadelphia,Philadelphia,PA,19140,4.245092237679943,10.95943160056742,15.302318998823178,17.936568040559024,89.45092237679943,1350,0.8580719453903551,2021
50,Jefferson Health System,111 South 11th Street,Philadelphia,Philadelphia,PA,19107,4.33492527671285,10.319282656443363,14.097006180280909,16.927789482748175,90.3492527671285,1620,0.5449626383564251,2021
51,Penn Presbyterian Medical Center,39 and Market Streets,Philadelphia,Philadelphia,PA,19104,4.2322097114074895,10.936539056356393,15.329540815408597,18.03022800734957,89.3220971140749,1280,0.8371514777837669,2021
52,Lankenau Medical Center,100 Medical Center Boulevard,Wynnewood,Delaware,PA,19096,4.233683794300691,11.058943081297121,15.56265177622016,18.264466400262098,89.33683794300691,1150,0.7294181421814632,2021
53,Mercy Philadelphia Hospital,501 South 54th Street,Philadelphia,Philadelphia,PA,19143,3.9484579658117176,12.843803996578272,17.28267324956866,20.322392943584983,86.48457965811718,850,0.7724205760682025,2021
54,Kennedy Memorial Hospital - Washington,435 Berlin-Clementon Road,Washington,Gloucester,NJ,8034,3.8568230394963328,13.600605689754529,18.282809367488024,21.65650770177556,85.56823039496332,720,1.0228771963366263,2021
55,Massachusetts Eye and Ear,243 Charles Street,Boston,Suffolk,MA,2114,4.6555338159866,8.764270527892803,12.101978739049922,14.917473423812405,94.555338159866,1950,0.8329003619899502,2021
56,Emory University Hospital,1365 Clifton Road,Atlanta,Fulton,GA,30322,4.5665436649807205,9.626929885332268,13.098523979768645,16.040500608212735,92.6654366498072,2320,0.8860194953347692,2021
57,Grady Memorial Hospital,80 Jesse Hill Jr Drive,Atlanta,Fulton,GA,30303,4.050260037837558,12.31993842756441,16.66653058648215,19.932888711346095,88.50260037837558,1360,0.685261223459286,2021
58,Georgia Baptist Hospital,303 Parkway Drive NE,Atlanta,Fulton,GA,30312,4.279070681543146,11.190706815431463,15.567396609758362,18.514201586233487,89.79070681543146,1280,0.7711680634493395,2021
59,Northside Hospital,1000 Johnson Ferry Road,Atlanta,Fulton,GA,30342,4.34470686333524,10.196244515351266,14.120130596025179,17.19172187236443,90.44706863335242,1580,0.8247801475014307,2021
60,Piedmont Hospital,1968 Peachtree Road NW,Atlanta,Fulton,GA,30309,4.504403383331792,10.29963044998613,14.117542291647403,17.273252441642782,92.04403383331793,1720,0.9507107743320696,2021
61,Duke University Hospital,2301 Erwin Road,Durham,Durham,NC,27710,4.6625133469553,9.150860779728992,12.615154824681479,15.444192196156322,93.625133469553,2680,0.6146323408254151,2021
62,UNC Chapel Hill Medical Center,101 Manning Drive,Chapel Hill,Orange,NC,27514,4.532856848871674,9.548425954957903,13.011639241121596,15.851424102849448,92.32856848871674,2240,0.674471246300438,2021
63,Charlotte Medical Center,1000 Blythe Boulevard,Charlotte,Mecklenburg,NC,28203,4.328582150038778,10.151530425368389,14.012642595515743,17.032747260635954,90.28582150038778,1620,0.5742985395205522,2021
64,Atrium Health System,1025 Morehead Medical Drive,Charlotte,Mecklenburg,NC,28204,4.459649448304863,10.116774924404746,13.883512938302255,16.90046128321685,91.59649448304863,1840,0.5573247241524318,2021
65,Cone Health System,1200 North Elm Street,Greensboro,Guilford,NC,27401,4.245530744293483,10.96386051736418,15.201536568967459,18.04957572741856,89.45530744293482,1350,0.9354511326494604,2021
66,Wake Forest Baptist Hospital,Medical Center Boulevard,Winston-Salem,Forsyth,NC,27157,4.364280009881841,10.601088094865682,14.59635213241668,17.72562016305039,90.64280009881841,1480,1.0073520088936576,2021
67,East Carolina University Medical Center,600 Moye Boulevard,Greenville,Pitt,NC,27834,4.159464752491471,11.764272851658738,16.158524812122916,19.250365544846474,88.5946475249147,1120,0.8247039168436884,2021
68,Vidant Medical Center,2100 Stantonsburg Road,Greenville,Pitt,NC,27835,4.048543421746863,12.191686323564861,16.53256869490168,19.688907644491646,87.48543421746862,980,1.0262953822245822,2021
69,Johns Hopkins Hospital,600 North Wolfe Street,Baltimore,Baltimore,MD,21287,4.733064125638632,8.262593767417465,11.32128614433336,13.76844645842994,94.33064125638631,3150,0.7072416816651107,2021
70,University of Maryland Medical Center,22 South Greene Street,Baltimore,Baltimore,MD,21201,4.419703055506282,9.961208721759059,13.685610027132302,16.475248888100523,91.19703055506282,1760,0.6233277721936439,2021
71,Sinai Hospital of Baltimore,2401 West Belvedere Avenue,Baltimore,Baltimore,MD,21215,4.2410697009586595,11.026910949778328,15.351403693804697,18.078398856488946,89.4106970095866,1280,0.8549343667477545,2021
72,Good Samaritan Hospital,5601 Loch Raven Boulevard,Baltimore,Baltimore,MD,21239,4.167127975886469,11.956982139573872,16.381919638297042,19.388303565956452,88.6712797588647,1040,1.0996854163687402,2021
73,Medstar Union Memorial Hospital,201 East University Parkway,Baltimore,Baltimore,MD,21218,4.254281874882604,11.271103311290824,15.757515373286019,18.518504622957312,89.54281874882604,1150,0.798682949915475,2021
74,Howard County General Hospital,5755 Cedar Lane,Columbia,Howard,MD,21044,4.32508522442576,10.331326676929875,14.176150529747762,17.18241472546762,90.2508522442576,1420,1.004479258715957,2021
75,Meritus Medical Center,11116 Medical Campus Road,Hagerstown,Washington,MD,21742,4.053463618517023,12.465485251094071,16.824032448865566,20.099462389971745,87.53463618517024,920,0.5542318092585118,2021
76,Peninsula Regional Medical Center,100 East Carroll Street,Salisbury,Wicomico,MD,21801,3.9577063475945766,13.062705536375464,17.6481134657916,20.927044412853704,86.57706347594576,820,1.0236898397870107,2021
77,Yale New Haven Hospital,20 York Street,New Haven,New Haven,CT,6510,4.5323228512759774,9.221976520973406,12.476409645056533,15.322145913756868,92.32322851275977,2420,0.7176330818421451,2021
78,Connecticut Hospital,100 Grand Street,New Haven,New Haven,CT,6510,4.253074502118911,10.930745021189106,15.093043029664745,18.07226653602148,89.5307450211891,1280,0.7534906614408592,2021
79,Hartford Hospital,80 Seymour Street,Hartford,Hartford,CT,6115,4.35116417436892,10.36605965650474,14.205367101669742,17.296976042213394,90.5116417436892,1550,0.7853765638019331,2021
80,Baystate Medical Center,759 Chestnut Street,Springfield,Hampden,MA,1199,4.227140594043387,10.884834059242552,15.15082455422478,17.838818217546265,89.27140594043388,1340,0.5410702970216937,2021
81,Springfield Hospital,26 Mountain Street,Springfield,Hampden,MA,1199,4.0571557472069655,12.397859943438714,16.773414081707966,19.95581247277026,87.57155747206966,950,0.8229952529331546,2021
82,Mercy Medical Center,271 Carew Street,Springfield,Hampden,MA,1104,3.9612156905273643,12.994345148222903,17.596694186543306,20.781584396230873,86.61215690527365,840,0.9487833369482599,2021
83,University of Massachusetts Medical School Hospital,55 Lake Avenue North,Worcester,Worcester,MA,1655,4.3716610248635055,10.671945838689654,14.585591630684625,17.73924080776149,90.71661024863505,1480,1.0365281428744253,2021
84,Worcester Medical Center,19 Elm Street,Worcester,Worcester,MA,1608,4.171076041040697,11.88851363913547,16.22192540740233,19.351261134628494,88.71076041040698,1120,0.7544709474972677,2021
85,Saint Vincent Hospital,123 Summer Street,Worcester,Worcester,MA,1608,4.022446612640858,11.899402061577613,16.130677834669214,19.203506995119966,87.22446612640859,980,0.7003402982165579,2021
86,Berkshire Medical Center,725 North Street,Pittsfield,Berkshire,MA,1201,4.031243499201698,12.105051540979185,16.371774237626312,19.575377784991918,87.31243499201697,940,0.7603704494411883,2021
87,Holyoke Medical Center,575 Beech Street,Holyoke,Hampden,MA,1040,3.8603007053441734,13.863788887336584,18.558642061385363,22.048194530089972,85.60300705344173,680,1.0706886771304063,2021
88,Westwood Hospital Center,200 Great Road,Weston,Middlesex,MA,2493,4.160275719018244,11.882977765397039,16.170608213371835,19.157935370426568,88.60275719018244,1080,0.8922205752145953,2021
89,Beth Israel Hospital,330 Brookline Avenue,Boston,Suffolk,MA,2215,4.360300953726121,10.342828965025538,14.325972589184795,17.445905545735773,90.60300953726122,1580,0.691486591310195,2021
90,Hallmark Health System,80 Highland Avenue,Melrose,Middlesex,MA,2176,4.127054629813094,13.304422779869276,17.97205222508427,21.490332503467485,88.27054629813094,920,1.0047464353411304,2021
91,Care New England,825 Chalkstone Avenue,Providence,Providence,RI,2908,4.261417810213863,11.12431988316002,15.427132905036858,18.321244554657067,89.61417810213864,1350,0.8261491795582588,2021
92,Rhode Island Hospital,593 Eddy Street,Providence,Providence,RI,2903,4.372711312803611,10.570757471634316,14.59956046028804,17.756465529979238,90.72711312803612,1620,0.9585546158830702,2021
93,Miriam Hospital,164 Summit Avenue,Providence,Providence,RI,2906,4.269080035269864,11.312616359752614,15.754752507886042,18.56017660664166,89.69080035269864,1280,0.6969296218673158,2021
94,Hospital of Central Connecticut,100 Grand Street,New Britain,Hartford,CT,6050,4.1630278250261155,11.802397727779441,16.211614592889127,19.207198067967475,88.63027825026116,1120,0.7826194775182811,2021
95,Waterbury Hospital,64 Robbins Street,Waterbury,New Haven,CT,6721,4.043694615107193,12.245749150711283,16.564766534161492,19.80945876401523,87.43694615107194,940,0.791060122877179,2021
96,New Britain General Hospital,100 Grand Street,New Britain,Hartford,CT,6050,3.9651793844098653,13.151634674477398,17.660906027439818,20.965997995992375,86.65179384409865,820,0.6497040429577219,2021
97,Stamford Hospital,30 Shelburne Road,Stamford,Fairfield,CT,6902,4.234543495709248,10.85288930666341,14.939563289500402,17.757239427057225,89.34543495709248,1310,0.8389484916961213,2021
98,Bridgeport Hospital,267 Grant Street,Bridgeport,Fairfield,CT,6602,4.045263627865199,12.37200535766328,16.803138957483636,20.050008929438796,87.452636278652,900,0.8912135385708119,2021
99,Danbury Hospital,95 Locust Hill Avenue,Danbury,Fairfield,CT,6810,4.140292729043417,11.667161473668916,15.872861662746928,18.905269122781526,88.40292729043418,1130,0.8214695467825635,2021
100,Manchester Memorial Hospital,71 Haynes Street,Manchester,Hartford,CT,6040,4.051637482787727,12.33550355550131,16.68788098320976,19.95878467640926,87.51637482787727,940,0.8189117372629174,2021
101,Lawrence Memorial Hospital,170 Oaks Lane,Medford,Middlesex,MA,2155,3.9962931713334697,13.40825942173495,18.05282005846887,21.351458206735977,86.9629317133347,810,0.6792629710867474,2021
102,Beverly Hospital,85 Herrick Street,Beverly,Essex,MA,1915,4.012654696148165,12.000263536089083,16.187413259911374,19.328173757200318,87.12654696148165,920,0.7580348342651971,2021
103,Addison Gilbert Hospital,298 Washington Street,Gloucester,Essex,MA,1930,3.96372520380749,13.134329925309135,17.74622082206209,21.04501399462681,86.6372520380749,820,0.8390439028556176,2021
104,Lowell General Hospital,295 Varnum Street,Lowell,Middlesex,MA,1854,4.017745682576207,11.95252621311114,16.16255807993121,19.321618832432694,87.17745682576206,940,0.6972846936745345,2021
105,Hahnemann Hospital,245 North 15th Street,Philadelphia,Philadelphia,PA,19102,3.940561362684211,12.750624079673695,17.155537939215804,20.17077816353686,86.40561362684211,850,0.8545378628936848,2021
106,Einstein Medical Center,5401 Old York Road,Philadelphia,Philadelphia,PA,19141,4.171779011939347,11.896035427751016,16.23232937670234,19.363844313714317,88.71779011939347,1120,0.9126909996708713,2021
107,Fox Chase Cancer Center,333 Cottman Avenue,Philadelphia,Philadelphia,PA,19111,4.451285600381908,9.930698963475376,13.561198564812056,16.343798245881406,91.5128560038191,1680,1.0620341763666328,2021
108,Saint Mary's Hospital,2000 Church Street,New Brunswick,Middlesex,NJ,8901,4.028445104441413,12.18027419063212,16.433743629286056,19.626612473942725,87.28445104441414,920,0.8667560835531312,2021
109,Jersey Shore University Medical Center,1945 State Route 33,Neptune,Monmouth,NJ,7753,4.1356939258148,11.617494398799847,15.804339494640528,18.71792127208493,88.356939258148,1080,0.8616482013936925,2021
110,Barnabas Hospital,94 Old Short Hills Road,Short Hills,Essex,NJ,7078,4.263591954978693,11.146278745284805,15.349146565199579,18.25106323463779,89.63591954978693,1310,0.7942002880348724,2021
111,Morristown Medical Center,100 Madison Avenue,Morristown,Morris,NJ,7960,4.335392667365657,10.216230339973745,13.997183209226675,17.039900478060215,90.35392667365657,1580,0.5451963336828286,2021
112,Overlook Medical Center,99 Beauvoir Avenue,Summit,Union,NJ,7902,4.25432917179164,11.162157552274724,15.434407156620447,18.20002883763704,89.54329171791639,1270,0.7987170036899804,2021
113,Saint Barnabas Medical Center,94 Old Short Hills Road,Livingston,Essex,NJ,7039,4.350911436798076,10.472749793261533,14.309622109414414,17.50503870716826,90.50911436798076,1480,0.7851971201266341,2021
114,Robert Wood Johnson University Hospital,1 Robert Wood Johnson Place,New Brunswick,Middlesex,NJ,8901,4.236967993047884,10.985073529088414,15.292339099889524,18.007849480423598,89.36967993047884,1280,1.1902451124221933,2021
115,University Medical Center of Princeton,253 Witherspoon Street,Princeton,Mercer,NJ,8540,4.192878881786506,12.12180403511562,16.656395338618946,19.851819872157115,88.92878881786507,1120,0.8264727948862846,2021
116,Capital Health System - Mercer Campus,446 Bellevue Avenue,Trenton,Mercer,NJ,8607,3.96267838044636,13.121872727311688,17.62038976323103,20.917228418704024,86.6267838044636,810,0.9500266233794061,2021
117,Sacred Heart Hospital,100 Madison Avenue,Camden,Camden,NJ,8103,3.809497148266848,13.013764638508915,17.48300180570973,20.695792109817017,85.09497148266848,720,0.8728876615788153,2021
118,Virtua Voorhees Hospital,9 East Evesham Road,Voorhees,Camden,NJ,8043,4.053729086295388,12.359138675137892,16.612427928948982,19.785361005094227,87.53729086295388,950,0.665237451777233,2021
119,South Jersey Industries Hospital,25 Kilmer Road,Edison,Middlesex,NJ,8818,3.936764270704632,12.705818394314662,17.09440475834458,20.09787399752894,86.36764270704633,840,1.0590113425834933,2021
120,Raritan Bay Medical Center,530 New Brunswick Avenue,Perth Amboy,Middlesex,NJ,8861,3.8670486666959247,13.94881320036865,18.564827333830713,21.97179280059686,85.67048666695925,700,1.0547257466941689,2021
1,Massachusetts General Hospital,55 Fruit Street,Boston,Suffolk,MA,2114,4.684149585231346,8.562026598897036,11.89272023016048,14.542924110285114,93.84149585231346,2850,0.7379047096619422,2022
2,Brigham and Women's Hospital,75 Francis Street,Boston,Suffolk,MA,2115,4.597705271170662,8.990494804950627,12.677233781165011,15.87689064891113,92.97705271170662,2420,0.6726543208375171,2022
3,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,Suffolk,MA,2215,4.510099745579609,9.737907684774445,13.569276743419,16.696585954715786,92.10099745579609,1920,0.8316768040962992,2022
4,Boston Medical Center,801 Massachusetts Avenue,Boston,Suffolk,MA,2118,4.317315103883403,10.988614059610706,15.476069006309338,18.080088276406187,90.17315103883402,1650,1.0329493486892325,2022
5,Lahey Hospital & Medical Center,41 Mall Road,Burlington,Middlesex,MA,1805,4.375994071858885,9.634744868287626,13.23532352697961,16.45910396411393,90.75994071858885,1480,0.6903560874268638,2022
6,Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,Middlesex,MA,2138,4.393309975283182,9.901113767661903,13.667360676209672,16.946283594644168,90.93309975283181,1250,0.7017845836868996,2022
7,Winchester Hospital,41 Highland Street,Winchester,Middlesex,MA,1890,4.190501093776781,11.345411812789235,15.503466297274036,18.3429194692267,88.90501093776781,520,1.0498960828390131,2022
8,Waltham Hospital,Hope Avenue,Waltham,Middlesex,MA,2454,4.086933415348526,11.725654251903489,15.865081254832447,18.99826818394773,87.86933415348526,380,0.9406707396601881,2022
9,Tufts Medical Center,800 Washington Street,Boston,Suffolk,MA,2111,4.535309084805622,9.857781763250598,13.674894468550836,16.989883539928826,92.35309084805623,1580,0.6631854508833731,2022
10,New York-Presbyterian Hospital,177 Fort Washington Avenue,New York,New York,NY,10032,4.80809963421922,8.33117714690991,11.53328601298949,14.14934506195946,95.0809963421922,4200,0.7331077512690691,2022
11,Columbia University Medical Center,622 West 168th Street,New York,New York,NY,10032,4.674782320913299,8.381736799397723,11.47756199422895,14.206952492786188,93.74782320913299,2950,0.5850780997114475,2022
12,NYU Langone Health,550 First Avenue,New York,New York,NY,10016,4.618357238941096,9.273872254893421,12.606615419504928,15.663687136328216,93.18357238941095,2680,0.6312471985858354,2022
13,Mount Sinai Hospital,One Gustave L. Levy Place,New York,New York,NY,10029,4.642443123940253,9.591255178280198,13.109317487283032,16.128402546709765,93.42443123940252,2520,0.7675857555187744,2022
14,Hospital for Special Surgery,535 East 70th Street,New York,New York,NY,10021,4.520649305211023,9.941973607941412,13.811376037222198,16.546129161291958,92.20649305211023,1890,0.5453246526055116,2022
15,Bellevue Hospital Center,462 First Avenue,New York,New York,NY,10016,4.16961260068092,11.325738607490118,15.49811153034998,18.37494933239274,88.6961260068092,1420,0.5198063003404599,2022
16,Jamaica Hospital Medical Center,8900 Van Wyck Expressway,Jamaica,Queens,NY,11418,3.9903153185426747,12.393720758803566,16.74907662853707,19.885085647873627,86.90315318542675,980,0.763427029350726,2022
17,Elmhurst Hospital Center,79-01 Broadway,Elmhurst,Queens,NY,11373,3.9253382229837324,13.566727787296657,18.388283613021827,21.732899748868142,86.25338222983733,750,0.7338766093991008,2022
18,Queens Hospital Center,82-68 164th Street,Jamaica,Queens,NY,11432,3.7858466106876243,13.805175261076643,18.64523899237724,22.055702129783928,84.85846610687625,620,0.9502619496188621,2022
19,Northwell Health System,2000 Marcus Avenue,New Hyde Park,Nassau,NY,11042,4.408876388562925,10.154325691347784,14.0830559678869,17.306460411288256,91.08876388562925,1750,0.6041707775952379,2022
20,NYU Hospital for Joint Diseases,301 East 17th Street,New York,New York,NY,10003,4.315492681068587,10.862476078792726,14.916897534960214,18.154474114379692,90.15492681068586,980,0.5536012673449793,2022
21,Stanford Health,300 Pasteur Drive,Palo Alto,Santa Clara,CA,94304,4.681461390568439,8.64412954171804,11.964952130593886,14.60689788512867,93.81461390568438,2620,0.8832275680774883,2022
22,UCSF Medical Center,500 Parnassus Avenue,San Francisco,San Francisco,CA,94143,4.598809492878765,9.317523537333125,12.795475813120921,15.686023342469337,92.98809492878765,2480,0.6626618855848337,2022
23,Kaiser Permanente Oakland Medical Center,3600 Broadway,Oakland,Alameda,CA,94611,4.435174653198619,9.255124274747153,12.807270491582042,15.407759520538175,91.35174653198618,1850,0.6935705107070468,2022
24,Cedars-Sinai Medical Center,8700 Beverly Boulevard,Los Angeles,Los Angeles,CA,90048,4.579512247173315,8.939805325690502,12.251195741362439,14.986830033447719,92.79512247173314,2540,0.5247561235866571,2022
25,Ronald Reagan Medical Center,757 Westwood Boulevard,Los Angeles,Los Angeles,CA,90024,4.494948636972137,9.600032596446445,13.270847689546137,16.04170387306812,91.94948636972137,1960,0.6283196958135607,2022
26,USC Norris Cancer Hospital,1441 Eastlake Avenue,Los Angeles,Los Angeles,CA,90033,4.375044336360704,9.93642562906275,13.735594107233423,16.44371824904339,90.75044336360703,1420,0.7524319221797062,2022
27,Harbor-UCLA Medical Center,1000 West Carson Street,Torrance,Los Angeles,CA,90509,4.132648226078633,12.565454599904276,17.1058419720424,20.273051472886156,88.32648226078632,1080,0.6615889356471797,2022
28,Olive View-UCLA Medical Center,14445 Olive View Drive,Sylmar,Los Angeles,CA,91342,3.8713971724407874,13.305023524486156,17.87445051771378,21.037061186768376,85.71397172440787,740,0.9164295117478929,2022
29,Scripps Memorial Hospital,354 Santa Fe Drive,Encinitas,San Diego,CA,92024,4.49119911026606,9.671031814447753,13.327348611405572,16.189826031177144,91.91199110266061,1680,0.615495483954315,2022
30,UC San Diego Medical Center,200 West Arbor Drive,San Diego,San Diego,CA,92103,4.402614811545722,10.307363671993501,14.210299955867246,17.098882909349836,91.02614811545722,1520,0.7079257756201764,2022
31,Northwestern Memorial Hospital,251 East Huron Street,Chicago,Cook,IL,60611,4.7288254657813225,8.81948627282871,12.190727763328942,15.070439067516645,94.28825465781323,2780,0.5823774968641009,2022
32,University of Chicago Medical Center,5841 South Maryland Avenue,Chicago,Cook,IL,60637,4.571282756976411,8.972159985694779,12.255393083716935,15.06811307894853,92.71282756976412,2350,0.9683929639880626,2022
33,Rush University Medical Center,1653 West Congress Parkway,Chicago,Cook,IL,60612,4.6232632750431,9.532716820379274,12.986485628021502,15.94894912564649,93.232632750431,2280,0.7106211287780145,2022
34,Advocate Illinois Masonic Medical Center,836 West Wellington Avenue,Chicago,Cook,IL,60657,4.400204661220392,10.071944281593721,13.86270152810917,16.955335977892386,91.00204661220391,1580,0.5779105170590115,2022
35,Stroger Hospital of Cook County,1901 West Polk Street,Chicago,Cook,IL,60612,4.080369826979042,11.65214206216526,15.867695335477233,19.080915764508067,88.80369826979042,1240,0.9138217494717658,2022
36,Weiss Memorial Hospital,4646 North Marine Drive,Chicago,Cook,IL,60640,4.009242069485265,12.72398062687466,17.1597215256613,20.46022035496268,88.09242069485265,920,0.6367528209963067,2022
37,West Suburban Medical Center,3 Erie Court,Oak Park,Cook,IL,60302,3.9039811939114695,13.406163043284513,18.02307841588613,21.50601259457627,86.0398119391147,680,0.9236238267638637,2022
38,Loyola University Medical Center,2160 South First Avenue,Maywood,Cook,IL,60153,4.187995662456824,11.318353154533701,15.362335804360997,18.401122357977147,89.87995662456824,1120,0.528997831228412,2022
39,Cleveland Clinic Foundation,9500 Euclid Avenue,Cleveland,Cuyahoga,OH,44195,4.701396041699801,8.703447541938363,11.985914875377727,14.787823792137166,94.013960416998,2850,0.5356980208499003,2022
40,University Hospitals Cleveland Medical Center,11100 Euclid Avenue,Cleveland,Cuyahoga,OH,44106,4.492293728062765,9.786331670983714,13.549818464815944,16.413470276197963,91.92293728062765,1780,0.7436056096439354,2022
41,Summa Health System - Akron City Hospital,525 East Market Street,Akron,Summit,OH,44309,4.302270346905026,10.835157538431254,15.363147064813365,17.92704996676643,90.02270346905026,1350,0.900707091400221,2022
42,Aultman Hospital,2600 Sixth Street SW,Canton,Stark,OH,44710,4.213242613490421,11.483695964347504,15.948639202356315,18.853042781478532,89.13242613490421,1080,0.8449292385225283,2022
43,Cincinnati Children's Hospital Medical Center,3333 Burnet Avenue,Cincinnati,Hamilton,OH,45229,4.631720336322908,9.607138959641583,13.088816069507175,16.075805044843605,93.31720336322907,2140,0.6940838118834315,2022
44,The Christ Hospital,2139 Auburn Avenue,Cincinnati,Hamilton,OH,45219,4.3752436900234635,9.8348150552229,13.533216708309713,16.649996516384792,90.75243690023463,1520,0.6794083985152511,2022
45,University of Cincinnati Medical Center,234 Goodman Street,Cincinnati,Hamilton,OH,45219,4.342660667493126,11.026606674931255,15.297249344903756,18.513497414132445,90.42660667493125,1260,0.5563303337465627,2022
46,Miami Valley Hospital,30 East Apple Street,Dayton,Montgomery,OH,45409,4.16095824400955,10.822157386501228,15.063277835742294,17.81705674336999,88.6095824400955,1180,0.659813276166112,2022
47,Hospital of Philadelphia,800 Spruce Street,Philadelphia,Philadelphia,PA,19107,4.596964298099289,9.406982253083667,12.772964436811318,15.658160901299254,92.96964298099289,2360,0.6188392928975872,2022
48,University of Pennsylvania Health System,3400 Spruce Street,Philadelphia,Philadelphia,PA,19104,4.611766344129692,9.217190559515348,12.63501949514333,15.566141893119436,93.11766344129691,2480,0.8762307387450503,2022
